X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,L,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,L,X,L,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,L,X,X,X,L,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,L,X,X,X,X,X,L,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,L,X,L,X,L,X,L,X,L,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,L,L,L,L,L,L,L,L,L,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,L,L,L,L,L*,L,L,L,LD,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,L,L,L,L,L#,L,L,L,L,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,W,X,W,X,W,X,W,X,X,X,X,X,L,L,L,L,L,L,L,L,L,X,X,X,X,X,W,X,W,X,W,X,W,X,X,X,X,X,X
X,W,W,W,W,W,W,W,X,X,X,X,X,X,W,W,W,W^,W,W,W,X,X,X,X,X,X,W,W,W,W,W,W,W,X,X,X,X,X,X
X,W,W,W,W,W,W,W,X,X,X,X,X,X,W,W,W,W,W,W,W,X,X,X,X,X,X,W,W,W,W,W,W,W,X,X,X,X,X,X
X,W,W,W,W,W,W,W,X,X,X,X,X,X,W,W,W,W,W,W,W,X,X,X,X,X,X,W,W,W,W,W,W,W,X,X,X,X,X,X
X,X,W,W,W,W,W,X,X,X,X,X,X,X,W,W,W,W,W,W,W,X,X,X,X,X,X,X,W,W,W,W,W,X,X,X,X,X,X,X
X,X,KC,K,K,K,W,X,X,X,X,X,X,X,W,W,W,W,W,W,W,X,X,X,X,X,X,X,W,A,A,A,A,X,X,X,X,X,X,X
X,X,K,K,K,K,W,W,W,W,W,W,W,W,W,W,W,Wv,W,W,W,W,W,W,W,W,W,W,W,A,A,A,A,X,X,X,X,X,X,X
X,X,K,K,K*,K,K,W<,W,W,W,W,T,T,T,T,T,T,T,T,T,T,T,W,W,W,W,W>,A,A,A*,A,A,X,X,X,X,X,X,X
X,X,K,K,K#,K,K,W,W,W,W,W,T,T,T,T,T,T*,T,T,T,T,T,W,W,W,W,W,A,A,A#,A,A,X,X,X,X,X,X,X
X,X,K,K,K,K,K,W,W,W,W,W,T,T,T,T,T,T#,T,T,T,T,T,W,W,W,W,W,A,A,A,A,A,X,X,X,X,X,X,X
X,X,W,W,W^,W,W,W,X,X,W,W>,T,T,T,T,T,T,T,T,T,T,T,W<,W,X,X,W,W,W,W^,W,W,X,X,X,X,X,X,X
X,X,W,W,W,W,W,W,X,X,W,W,W,W,W,W,X,X,X,W,W,W,W,W,W,X,X,W,W,W,W,W,W,X,C,C,C,C,C,X
X,X,W,W,W,W,W,W,X,X,W,W,W,W,W,X,X,X,X,X,W,W,W,W,W,X,X,W,W,W,W,W,W,W>,C,C,C,C,C,X
X,X,W,W,W,W,W,W,W,W,W,W,W,W,W,X,X,X,X,X,W,W,W,W,W,W,W,W,W,W,W,W,W,W,C,C,C,C,C,X
X,X,W,W,W,Wv,W,W,W,W,W,W,W,W,X,X,X,X,X,X,X,W,W,W,W,W,W,W,W,Wv,W,W,W,X,C,C,C*,C,C,X
X,X,B,B,B,B,B,B,B,W,W,W,W,W,X,X,X,X,X,X,X,W,W,W,W,W,S,S,S,S,S,S,S,X,C,C,C#,C,C,X
X,X,B,B,B,B,B,B,B,W,W,W,W,W,X,X,X,X,X,X,X,W,W,W,W,W,S,S,S,S,S,S,S,X,C,C,C,C,C,X
X,X,B,B,B,B*,B,B,B,W,W,W,W,W,X,X,X,X,X,X,X,W,W,W,W,W,S,S,S,S*,S,S,S,X,C,C,C,C,CK,X
X,X,B,B,B,B#,B,B,B,W<,W,W,W,W,X,X,X,X,X,X,X,W,W,W,W,W>,S,S,S,S#,S,S,S,X,X,X,X,X,X,X
X,X,B,B,B,B,B,B,B,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,S,S,S,S,S,S,S,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,Wv,X,X,X,X,X,W,W,W,X,X,X,X,X,Wv,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,M,M,M,M,M,M,M,M,M,M,M,M,M,M*,M,M,W,M,M,M#,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,X
X,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,W,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,W,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Wv,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,D,D,D,D,D,D,D,D,D,D,D,D,D,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,D,D,D,D,D,D,D,D,D,D,D,D,D,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,D,D,D,D,D,D,D*,D,D,D,D,D,D,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,D,D,D,D,D,D,D#,D,D,D,D,D,D,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,D,D,D,D,D,D,D,D,D,D,D,D,DL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
